SYMBOL,RANGE
MMTC,0.6000004
MODIRUBBER,1.0499992
MOHITIND,0.049999952
MOHOTAIND,0.75
MOIL,8.849991
MOLDTECH,1.6000023
MOLDTKPAC,3.9500122
MONTECARLO,6.549988
MORARJEE,1.0500011
MOREPENLAB,0.6499996
MOTHERSUMI,2.949997
MOTILALOFS,29.25
MOTOGENFIN,1.5
MPHASIS,19.400024
MPSLTD,13.799988
MRF,600.0
MRPL,0.75
MSPL,0.5
MSTCLTD,10.799995
MTEDUCARE,0.9499998
MTNL,0.4499998
MUKANDENGG,0.54999924
MUKANDLTD,0.8999996
MUKANDLTD,0.3499999
MUKTAARTS,0.79999924
MUNJALAU,1.75
MUNJALSHOW,7.350006
MURUDCERA,1.1499996
MUTHOOTCAP,12.400024
MUTHOOTFIN,11.75
N100,7.8900146
NABARD,1.8100586
NACLIND,1.1000004
NAGAFERT,0.3000002
NAGREEKCAP,0.0
NAGREEKEXP,0.99999905
NAHARCAP,3.6500015
NAHARINDUS,1.6499996
NAHARPOLY,1.5
NAHARSPING,0.8499985
NAM-INDIA,8.799988
NARMADA,0.0
NATCOPHARM,17.5
NATHBIOGEN,22.5
NATIONALUM,1.2000008
NATNLSTEEL,0.0
NAUKRI,69.8501
NAVINFLUOR,48.849976
NAVKARCORP,1.6999989
NAVNETEDUL,1.5999985
NBCC,0.8999977
NBIFIN,146.90002
NBVENTURES,15.400002
NCC,0.79999924
NCLIND,2.8499985
NDGL,9.099976
NDL,1.5499992
NDTV,0.79999924
NECCLTD,0.35000038
NECLIFE,0.6999998
NELCAST,1.6000023
NELCO,4.600006
NEOGEN,22.399994
NESCO,10.0
NESTLEIND,459.9502
NETF,0.91000366
NETFCONSUM,1.2599983
NETFDIVOPP,0.25
NETFLTGILT,0.069999695
NETFMID150,0.7900009
NETFNIF100,1.199997
NETFNV20,0.6499977
NETWORK18,0.94999886
NEULANDLAB,33.950012
NEWGEN,13.449997
NEXTMEDIA,0.6000004
NFL,0.70000076
NH,22.200012
NHAI,2.9000244
NHAI,8.099976
NHAI,8.5
NHAI,1.0
NHAI,2.4899902
NHAI,216.90002
NHAI,39.900024
NHBTF2014,15.0
NHBTF2023,38.0
NHPC,1.75
NIACL,5.0
NIBL,0.099999905
NIFTYBEES,1.1499939
NIFTYEES,148.0
NIITLTD,1.3499985
NIITTECH,121.55005
NILAINFRA,0.4500003
NILASPACES,0.05000007
NILKAMAL,29.800049
NIPPOBATRY,8.200012
NITCO,1.25
NITINFIRE,0.050000012
NITINSPIN,3.8500023
NKIND,0.0
NLCINDIA,1.4000015
NMDC,4.449997
NOCIL,1.7000046
NOIDATOLL,0.25
NORBTEAEXP,0.0
NPBET,2.1599884
NRAIL,14.899994
NRBBEARING,2.449997
NSIL,35.650024
NTL,0.099999994
NTPC,3.1500015
NTPC,0.0
NTPC,0.0
NTPC,27.0
NTPC,0.16999912
NTPC,0.0
NTPC,0.0
NTPC,0.0
NUCLEUS,14.350006
NXTDIGITAL,21.799988
OAL,9.649994
OBEROIRLTY,16.950012
OCCL,23.900024
OFSS,81.84985
OIL,4.449997
OILCOUNTUB,0.099999905
OISL,0.1500001
OLECTRA,6.699997
OMAXAUTO,2.0
OMAXE,3.449997
OMKARCHEM,0.20000029
OMMETALS,0.6000004
ONELIFECAP,0.35000038
ONEPOINT,0.5
ONGC,1.7000046
ONMOBILE,0.80000114
ONWARDTEC,1.3999977
OPTIEMUS,1.3999996
OPTOCIRCUI,0.099999905
ORBTEXP,1.4000015
ORICONENT,0.79999924
ORIENTABRA,0.79999924
ORIENTALTL,0.9499998
ORIENTBANK,0.9000015
ORIENTBELL,6.449997
ORIENTCEM,2.8499985
ORIENTELEC,24.5
ORIENTHOT,1.0499992
ORIENTLTD,4.649994
ORIENTPPR,0.5
ORIENTREF,15.25
ORISSAMINE,138.30005
ORTEL,0.050000012
ORTINLABSS,0.5500002
OSWALAGRO,0.8999996
PAEL,0.1500001
PAGEIND,729.1992
PAISALO,21.199982
PALASHSECU,1.3500004
PALREDTEC,1.6000004
PANACEABIO,4.800003
PANACHE,1.75
PANAMAPET,2.5
PAPERPROD,7.0
PARABDRUGS,0.05000007
PARACABLES,0.95000076
PARAGMILK,3.899994
PARSVNATH,0.1500001
PASHUPATI,0.5
PATELENG,1.25
PATINTLOG,1.1999989
PATSPINLTD,0.0
PCJEWELLER,0.44999886
PDMJEPAPER,0.6000004
PDPL,0.099999905
PDSMFL,10.5
PEARLPOLY,0.79999924
PEL,40.94995
PENIND,0.5999985
PENINLAND,0.19999981
PENTAGOLD,0.0
PERSISTENT,42.849976
PETRONENGG,0.5500002
PETRONET,5.100006
PFC,2.9000015
PFC,1.4000244
PFC,0.0
PFC,1.5100098
PFIZER,109.0
PFOCUS,1.5499992
PFS,0.8999996
PGEL,2.7999954
PGHH,270.5
PGHL,67.0
PGIL,3.899994
PHILIPCARB,4.949997
PHOENIXLTD,34.0
PIDILITIND,43.700073
PIIND,65.849976
PILANIINVS,19.150024
PILITA,0.19999981
PIONDIST,10.349991
PIONEEREMB,1.3500004
PITTIENG,1.2000008
PKTEA,11.0
PLASTIBLEN,6.550003
PNB,0.70000076
PNBGILTS,0.25
PNBHOUSING,12.899994
PNC,0.6000004
PNCINFRA,12.100006
PODDARHOUS,8.0
PODDARMENT,11.5
POKARNA,6.8499985
POLYCAB,29.0
POLYMED,55.0
POLYPLEX,15.400024
PONNIERODE,6.699997
POWERGRID,4.550003
POWERMECH,30.049988
PPAP,8.800003
PPL,2.4000015
PRABHAT,1.6499939
PRADIP,0.050000012
PRAENG,0.3000002
PRAJIND,2.2999954
PRAKASH,3.3500023
PRAKASHSTL,0.0
PRECAM,0.5
PRECOT,3.25
PRECWIRE,6.899994
PREMEXPLN,4.899994
PREMIER,0.10000014
PREMIERPOL,2.4500008
PRESSMN,1.1499996
PRESTIGE,13.75
PRICOLLTD,3.2000008
PRIMESECU,1.0499992
PRINCEPIPE,7.100006
PRITI,12.0
PROSEED,0.050000012
PROZONINTU,0.54999924
PRSMJOHNSN,1.75
PSB,0.35000038
PSL,0.050000012
PSPPROJECT,21.0
PSUBNKBEES,0.34000015
PTC,1.1500015
PTL,0.70000076
PUNJABCHEM,33.950012
PUNJLLOYD,0.100000024
PURVA,2.75
PUSHPREALM,0.0
PVR,31.0
QGOLDHALF,8.0
QNIFTY,0.0
QUESS,37.0
QUICKHEAL,2.800003
RADAAN,0.0
RADICO,16.300018
RADIOCITY,1.0499992
RAIN,3.7000046
RAJESHEXPO,14.200012
RAJRAYON,0.05
RAJSREESUG,1.9500008
RAJTV,4.0999985
RAJVIR,0.0
RALLIS,20.0
RAMANEWS,1.1999998
RAMASTEEL,4.5
RAMCOCEM,58.349976
RAMCOIND,11.75
RAMCOSYS,13.449997
RAMKY,3.1499996
RAMSARUP,0.0
RANASUG,0.5
RANEENGINE,24.25
RANEHOLDIN,44.049988
RATNAMANI,28.150024
RAYMOND,13.299988
RBL,30.900024
RBLBANK,9.549988
RCF,1.4000015
RCOM,0.100000024
RECLTD,2.949997
RECLTD,4.98999
RECLTD,1.5999756
RECLTD,0.0
RECLTD,0.0
REDINGTON,4.1500015
REFEX,1.4500008
REGENCERAM,0.0
RELAXO,10.700012
RELCAPITAL,0.6999998
RELIANCE,30.349976
RELIGARE,2.5999985
RELINFRA,0.95000076
RENUKA,0.39999962
REPCOHOME,14.25
REPL,2.0
REPRO,14.900024
RESPONIND,2.0
REVATHI,42.5
RGL,28.0
RHFL,0.0
RHFL,30.990005
RHFL,9.949997
RICOAUTO,1.0
RIIL,19.0
RITES,13.950012
RKDL,0.2999997
RKEC,2.0
RKFORGE,13.850006
RMCL,0.5499997
RMDRIP,0.14999962
RML,9.600006
RNAVAL,0.0
ROHITFERRO,0.050000012
ROHLTD,3.8499985
ROLLT,0.049999952
ROLTA,0.19999981
ROSSELLIND,4.100006
RPGLIFE,8.950012
RPOWER,0.0
RPPINFRA,1.5999985
RPPL,0.0
RSSOFTWARE,1.5
RSWM,4.4000015
RSYSTEMS,1.8999939
RTNINFRA,0.10000014
RTNPOWER,0.05000007
RUBYMILLS,6.0
RUCHI,0.0
RUCHINFRA,0.0
RUCHIRA,3.800003
RUPA,7.399994
RUSHIL,4.899994
RVNL,1.9500008
SABTN,0.100000024
SADBHAV,3.9000015
SADBHIN,1.0
SAFARI,8.0
SAGARDEEP,5.800003
SAGCEM,24.900024
SAIL,1.0
SAKAR,4.2000046
SAKHTISUG,0.35000038
SAKSOFT,2.949997
SAKUMA,0.3000002
SALASAR,4.550003
SALONA,4.0999985
SALSTEEL,0.25
SALZERELEC,7.699997
SAMBHAAV,0.14999986
SANCO,1.5
SANDESH,17.0
SANDHAR,11.850006
SANGAMIND,3.4500008
SANGHIIND,0.95000076
SANGHVIFOR,1.1000004
SANGHVIMOV,3.800003
SANGINITA,2.0
SANOFI,57.0
SANWARIA,0.100000024
SARDAEN,17.949997
SAREGAMA,7.25
SARLAPOLY,1.1999989
SARVESHWAR,0.0
SASKEN,29.950012
SASTASUNDR,5.75
SATIA,11.899994
SATIN,3.899994
SBIETFQLTY,2.4899979
SBILIFE,24.150024
SBIN,4.1500244
SBIN,20.09961
SBIN,158.0
SBIN,0.0
SCAPDVR,0.049999997
SCHAEFFLER,139.9502
SCHAND,3.300003
SCHNEIDER,4.199997
SCI,2.25
SDBL,2.8499985
SEAMECLTD,18.950012
SECURCRED,0.0
SELAN,4.800003
SELMCL,0.100000024
SEPOWER,0.4000001
SEQUENT,3.3499985
SERVOTECH,0.5
SESHAPAPER,7.949997
SETCO,0.5
SETF10GILT,4.7100067
SETFGOLD,30.0
SETFNIF50,0.8600006
SETFNIFBK,3.8099976
SETFNN50,2.2000122
SETUINFRA,0.099999964
SEYAIND,5.449997
SEZAL,0.0
SFL,47.0
SGBAUG24,42.80005
SGBAUG27,15.0
SGBDC27VII,99.0
SGBFEB24,59.0
SGBJ28VIII,119.0
SGBJAN26,0.0
SGBJUL25,39.0
SGBMAR24,50.0
SGBMAR25,18.0
SGBMAY25,15.5
SGBMAY26,0.0
SGBNOV23,41.0
SGBNOV24,25.0
SGBNOV25,174.98999
SGBNOV25VI,0.0
SGBNOV26,2.0
SGBOCT25,27.330078
SGBOCT25IV,10.0
SGBOCT26,0.0
SGBOCT27,239.0
SGBOCT27VI,234.0
SGBSEP24,19.0
SGBSEP27,1.0
SGL,0.4500003
SHAHALLOYS,0.5
SHAKTIPUMP,9.099991
SHALBY,19.5
SHALPAINTS,7.9000015
SHANKARA,11.799988
SHANTIGEAR,2.449997
SHARDACROP,19.949997
SHARDAMOTR,16.899963
SHARIABEES,0.54000854
SHEMAROO,5.949997
SHIL,9.300003
SHILPAMED,17.450012
SHIRPUR-G,1.6999989
SHIVAMAUTO,0.95000076
SHIVAMILLS,1.2999992
SHIVATEX,4.9000015
SHK,3.9000015
SHOPERSTOP,12.949982
SHREDIGCEM,1.5
SHREECEM,573.9004
SHREEPUSHK,7.949997
SHREERAMA,0.39999962
SHRENIK,2.7999992
SHREYANIND,2.800003
SHREYAS,6.800003
SHRIPISTON,13.0
SHRIRAMCIT,38.94995
SHRIRAMEPC,0.25
SHUBHLAXMI,2.1500015
SHYAMCENT,0.20000005
SHYAMTEL,0.0
SICAGEN,0.8500004
SICAL,1.0499992
SIEMENS,49.099976
SIGIND,0.45000076
SIL,0.70000076
SILINV,4.149994
SIMBHALS,0.3499999
SIMPLEXINF,0.0
SINTERCOM,0.30000305
SINTEX,0.050000012
SIRCA,11.399994
SIS,23.400024
SITINET,0.049999952
SIYSIL,6.899994
SJVN,0.45000076
SKFINDIA,56.0
SKIL,0.2999997
SKIPPER,1.1500015
SKMEGGPROD,1.2000008
SMARTLINK,1.3999939
SMLISUZU,21.799988
SMPL,0.050000004
SMSLIFE,6.0
SMSPHARMA,2.3500023
SMVD,0.0
SNOWMAN,0.3500023
SOBHA,5.25
SOFTTECH,0.05000305
SOLARA,23.700012
SOLARINDS,62.44995
SOMANYCERA,6.449997
SOMATEX,0.14999986
SOMICONVEY,1.0999994
SONAHISONA,1.8999996
SONAMCLOCK,0.0
SONATSOFTW,7.899994
SORILINFRA,9.549995
SOTL,14.349976
SOUTHBANK,0.19999981
SOUTHWEST,0.6000004
SPAL,4.25
SPANDANA,125.0
SPARC,8.0
SPECIALITY,3.1500015
SPENCERS,3.7000046
SPENTEX,0.049999982
SPIC,0.6499996
SPICEJET,2.050003
SPLIL,1.550003
SPMLINFRA,0.6999998
SPTL,0.100000024
SPYL,0.050000012
SREEL,6.449997
SREIBNPNCD,0.0
SREIBNPNCD,0.0
SREIBNPNCD,0.0
SREIBNPNCD,0.0
SREINFRA,0.39999962
SREINFRA,0.0
SREINFRA,40.0
SREINFRA,1.0100098
SRF,52.850098
SRHHYPOLTD,5.199997
SRIPIPES,14.5
SRTRANSFIN,36.19995
SRTRANSFIN,29.599976
SRTRANSFIN,4.5
SRTRANSFIN,1.0599976
SRTRANSFIN,12.700012
SRTRANSFIN,0.0
SRTRANSFIN,12.900024
SRTRANSFIN,3.9000244
SRTRANSFIN,30.0
SRTRANSFIN,0.0
SRTRANSFIN,0.539917
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,29.799988
SRTRANSFIN,21.20996
SRTRANSFIN,0.0
SRTRANSFIN,22.75
SRTRANSFIN,0.0
SRTRANSFIN,9.950012
SRTRANSFIN,16.950012
SRTRANSFIN,25.450012
SRTRANSFIN,2.0100098
SRTRANSFIN,27.25
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,0.0
SRTRANSFIN,1.1500244
SRTRANSFIN,0.0
SSINFRA,0.25
SSWL,24.850037
STAMPEDE,0.099999994
STAN,3.9500008
STAR,13.649994
STARCEMENT,2.2000046
STARPAPER,7.1500015
STCINDIA,2.0999985
STEELCITY,1.2000008
STEELXIND,2.0500011
STEL,2.6500015
STERTOOLS,8.050003
STINDIA,0.4000001
STRTECH,4.400009
SUBCAPCITY,0.0
SUBEX,0.1500001
SUBROS,16.399994
SUDARSCHEM,9.399994
SUJANAUNI,0.1
SUMEETINDS,0.05000007
SUMICHEM,10.050003
SUMIT,1.6999989
SUMMITSEC,21.950012
SUNCLAYLTD,67.6499
SUNDARAM,0.29999995
SUNDARMFIN,37.25
SUNDARMHLD,5.699997
SUNDRMBRAK,13.950012
SUNDRMFAST,12.899994
SUNFLAG,1.6500015
SUNPHARMA,7.299988
SUNTECK,9.649994
SUNTV,10.0
SUPERHOUSE,7.4000015
SUPERSPIN,0.1500001
SUPPETRO,3.5
SUPRAJIT,3.75
SUPREMEENG,4.8999996
SUPREMEIND,23.699951
SUPREMEINF,0.0
SURANASOL,0.6000004
SURANAT&P,0.5500002
SUREVIN,0.0
SURYALAXMI,1.0
SURYAROSNI,5.299988
SUTLEJTEX,1.4000015
SUVEN,0.0
SUZLON,0.099999905
SVLL,0.0
SWANENERGY,5.0
SWARAJENG,74.0
SWELECTES,8.849991
SWSOLAR,5.75
SYMPHONY,22.199951
SYNCOM,0.0
SYNDIBANK,1.1000004
SYNGENE,8.449982
TAINWALCHM,13.649998
TAJGVK,13.0
TAKE,2.5999985
TALBROAUTO,5.399994
TALWALKARS,0.1500001
TALWGYM,0.1500001
TANLA,4.350006
TARMAT,1.7000008
TASTYBITE,144.9502
TATACAPHSG,0.0
TATACAPHSG,0.0
TATACAPHSG,0.099975586
TATACAPHSG,0.0
TATACAPHSG,0.27001953
TATACHEM,20.150024
TATACOFFEE,5.2000046
TATACOMM,19.649994
TATAELXSI,36.900024
TATAGLOBAL,11.049988
TATAINVEST,18.850037
TATAMETALI,12.0
TATAMOTORS,10.349991
TATAMTRDVR,3.4000015
TATAPOWER,1.5999985
TATASTEEL,1.75
TATASTEEL,10.100006
TATASTLBSL,0.6499996
TATASTLLP,11.350006
TBZ,0.94999695
TCFSL,0.0
TCFSL,3.9899902
TCFSL,1.0
TCFSL,0.0
TCFSL,8.0
TCFSL,1.0
TCFSL,0.0
TCI,7.350006
TCIDEVELOP,10.450012
TCIEXP,24.899963
TCIFINANCE,0.34999943
TCNSBRANDS,23.950012
TCPLPACK,4.049988
TCS,36.94995
TDPOWERSYS,3.350006
TEAMLEASE,106.19995
TECHIN,0.0
TECHM,13.650024
TECHNOE,9.950012
TECHNOFAB,1.8500004
TEJASNET,4.5
TERASOFT,1.4500008
TEXINFRA,5.5999985
TEXMOPIPES,0.8499994
TEXRAIL,2.7000008
TFCILTD,4.5
TFL,0.4000001
TGBHOTELS,0.3499999
THANGAMAYL,14.700012
THEINVEST,8.949997
THEJO,0.0
THEMISMED,17.75
THERMAX,17.900024
THIRUSUGAR,0.0
THOMASCOOK,2.5
THOMASCOTT,0.0
THYROCARE,15.0
TI,1.6499996
TIDEWATER,148.0
TIIL,21.700012
TIINDIA,30.100006
TIJARIA,0.5
TIL,9.300003
TIMESGTY,6.4000015
TIMETECHNO,1.4500008
TIMKEN,22.049988
TINPLATE,3.300003
TIPSINDLTD,9.849998
TIRUMALCHM,3.3499985
TIRUPATIFL,0.0
TITAN,26.300049
TMRVL,0.4499998
TNPETRO,1.8500023
TNPL,5.199997
TNTELE,0.0
TOKYOPLAST,2.8499985
TORNTPHARM,49.30005
TORNTPOWER,4.25
TOUCHWOOD,2.449997
TPLPLASTEH,10.299988
TRANSWIND,0.0
TREEHOUSE,0.25
TREJHARA,1.0500002
TRENT,22.0
TRF,4.1500015
TRIDENT,0.25
TRIGYN,2.1499977
TRIL,0.5
TRITURBINE,1.300003
TRIVENI,1.6500015
TTKHLTCARE,53.0
TTKPRESTIG,96.8501
TTL,2.0
TTML,0.1500001
TV18BRDCST,0.69999886
TVSELECT,6.25
TVSMOTOR,9.700012
TVSSRICHAK,45.849976
TVTODAY,4.100006
TVVISION,0.0
TWL,3.25
UBL,27.0
UCALFUEL,6.5
UCOBANK,0.19999981
UFLEX,5.699997
UFO,3.0
UGARSUGAR,0.5
UJAAS,0.19999981
UJJIVAN,10.0
UJJIVANSFB,0.95000076
ULTRACEMCO,94.0
UMANGDAIRY,1.4000015
UMESLTD,0.0
UNICHEMLAB,4.949997
UNIENTER,1.9000015
UNIINFO,1.0500011
UNIONBANK,0.75
UNIPLY,0.8500004
UNITECH,0.0
UNITEDBNK,0.10000038
UNITEDTEA,10.700012
UNITY,0.049999982
UNIVASTU,0.0
UNIVCABLES,8.399994
UPL,8.850037
URAVI,0.1000061
URJA,0.05000007
USHAMART,1.4500008
UTIFEFRGR4,0.0
UTINEXT50,5.049988
UTINIFTETF,54.890015
UTISENSETF,14.97998
UTISXN50,3.600006
UTTAMSTL,0.3499999
UTTAMSUGAR,6.100006
UVSL,0.05
V2RETAIL,7.949997
VADILALIND,17.0
VAIBHAVGBL,25.5
VAISHALI,1.5
VAKRANGEE,3.25
VARDHACRLC,1.1000023
VARDMNPOLY,0.099999905
VARROC,10.650024
VASA,0.05000019
VASCONEQ,1.5
VASWANI,0.25
VBL,56.149963
VCL,3.0
VEDL,3.5
VENKEYS,33.0
VENUSREM,1.0
VERTOZ,0.0
VESUVIUS,23.400024
VETO,3.5
VGUARD,3.699997
VHL,18.949951
VICEROY,0.100000024
VIDEOIND,0.0
VIDHIING,1.949997
VIJIFIN,0.099999994
VIKASECO,0.10000014
VIKASMCORP,0.20000005
VIKASPROP,0.0
VIKASWSP,0.5999999
VIMALOIL,0.20000005
VIMTALABS,3.0499954
VINATIORGA,73.8999
VINDHYATEL,21.5
VINYLINDIA,3.75
VIPCLOTHNG,0.3499999
VIPIND,6.649994
VIPULLTD,1.7000008
VISAKAIND,4.950012
VISASTEEL,0.2999997
VISESHINFO,0.05
VISHAL,0.0
VISHNU,7.199997
VISHWARAJ,3.8499985
VIVIDHA,0.099999994
VIVIMEDLAB,0.5999994
VLSFINANCE,1.7000008
VMART,68.0
VOLTAMP,25.75
VOLTAS,13.800049
VRLLOG,8.700012
VSSL,7.449997
VSTIND,79.8501
VSTTILLERS,33.849976
VTL,37.049988
WABAG,9.850006
WABCOINDIA,112.8999
WALCHANNAG,2.5
WANBURY,0.8500004
WATERBASE,4.299988
WEBELSOLAR,2.0500011
WEIZFOREX,26.0
WEIZMANIND,2.3000011
WELCORP,4.899994
WELENT,2.699997
WELINV,4.850006
WELSPUNIND,1.9500008
WENDT,79.94995
WESTLIFE,11.899994
WHEELS,27.400024
WHIRLPOOL,67.15015
WILLAMAGOR,0.0
WINDMACHIN,1.9499989
WIPL,2.0
WIPRO,4.149994
WOCKPHARMA,14.75
WONDERLA,4.899994
WSI,0.0
WSTCSTPAPR,4.600006
XCHANGING,3.9000015
XELPMOC,11.650002
XPROINDIA,4.8999996
YESBANK,1.3499985
ZEEL,5.5
ZEEL,0.05000019
ZEELEARN,1.2000008
ZEEMEDIA,0.4499998
ZENITHBIR,0.0
ZENITHEXPO,2.1500015
ZENSARTECH,5.949997
ZENTEC,3.8499985
ZICOM,0.100000024
ZODIAC,0.0
ZODIACLOTH,12.5
ZODJRDMKJ,3.4000015
ZOTA,2.5
ZUARI,3.550003
ZUARIGLOB,1.5
ZYDUSWELL,40.0
20MICRONS,1.9000015
21STCENMGM,0.0
3IINFOTECH,0.099999905
3MINDIA,398.8496
3PLAND,0.0
5PAISA,8.300003
63MOONS,4.1500015
732GS2024,0.0
A2ZINFRA,0.25
AAKASH,0.0
AARON,0.0
AARTIDRUGS,18.650024
AARTIIND,51.0
AARVEEDEN,0.39999962
AAVAS,56.0
ABAN,0.8999996
ABB,23.849976
ABBOTINDIA,190.2002
ABCAPITAL,4.199997
ABFRL,5.400009
ABSLBANETF,0.0
ABSLNN50ET,2.3700256
ACC,31.050049
ACCELYA,44.94995
ACCORD,1.2000008
ACCURACY,0.0
ACE,2.2999954
ADANIENT,4.550003
ADANIGAS,5.599991
ADANIGREEN,10.25
ADANIPORTS,6.850006
ADANIPOWER,1.9500008
ADANITRANS,9.850006
ADFFOODS,8.0
ADHUNIKIND,1.7999992
ADLABS,0.25
ADORWELD,10.699982
ADROITINFO,0.3000002
ADSL,1.9500008
ADVANIHOTR,5.1499977
ADVENZYMES,6.599991
AEGISCHEM,4.25
AFFLE,85.0
AGARIND,6.300003
AGCNET,14.449997
AGRITECH,1.8500023
AGROPHOS,0.0
AHLADA,0.0
AHLEAST,7.25
AHLUCONT,9.600006
AHLWEST,29.899994
AIAENG,59.69995
AIONJSW,0.75
AIRAN,0.6000004
AISL,0.049999237
AJANTPHARM,61.700073
AJMERA,6.350006
AJOONI,0.099999905
AKASH,6.0
AKSHARCHEM,31.0
AKSHOPTFBR,0.4499998
AKZOINDIA,79.6001
ALANKIT,1.0
ALBERTDAVD,28.649994
ALBK,0.5999985
ALCHEM,0.099999905
ALEMBICLTD,3.2000008
ALICON,31.75
ALKALI,5.25
ALKEM,37.25
ALKYLAMINE,38.900024
ALLCARGO,4.9000015
ALLSEC,8.600006
ALMONDZ,1.250001
ALOKTEXT,0.14999986
ALPA,2.1500015
ALPHAGEO,17.0
ALPSINDUS,0.100000024
AMARAJABAT,24.75
AMBER,69.400024
AMBIKCO,18.650024
AMBUJACEM,5.5
AMDIND,1.8500004
AMJLAND,3.8999996
AMRUTANJAN,17.949982
ANANTRAJ,1.3500023
ANDHRABANK,0.29999924
ANDHRACEMT,0.099999905
ANDHRSUGAR,11.950012
ANDPAPER,21.799988
ANIKINDS,0.75
ANKITMETAL,0.050000012
ANSALAPI,0.19999981
ANSALHSG,0.25
ANTGRAPHIC,0.049999952
ANUP,18.0
APARINDS,10.950012
APCL,10.299988
APCOTEXIND,6.75
APEX,35.649994
APLAPOLLO,75.50012
APLLTD,21.349976
APOLLO,4.050003
APOLLOHOSP,29.5
APOLLOPIPE,19.450012
APOLLOTYRE,5.399994
APOLSINHOT,21.849976
APTECHT,7.449997
ARCHIDPLY,1.3999996
ARCHIES,0.70000076
ARCOTECH,0.100000024
ARENTERP,0.45000076
ARIES,2.4500046
ARIHANT,1.1499996
ARIHANTSUP,0.95000076
ARMANFIN,47.599976
AROGRANITE,2.1500015
ARROWGREEN,2.0999985
ARROWTEX,0.20000076
ARSHIYA,0.5
ARSSINFRA,0.8500004
ARTEMISMED,0.0
ARVIND,1.4500008
ARVINDFASN,11.450012
ARVSMART,15.050003
ASAHIINDIA,5.649994
ASAHISONG,18.899994
ASAL,1.1000023
ASHAPURMIN,1.3500023
ASHIANA,2.800003
ASHIMASYN,0.3000002
ASHOKA,2.75
ASHOKLEY,2.699997
ASIANHOTNR,5.9000015
ASIANPAINT,22.900024
ASIANTILES,12.75
ASPINWALL,7.449997
ASTEC,17.850006
ASTERDM,4.0
ASTRAL,20.0
ASTRAMICRO,7.25
ASTRAZEN,57.19995
ASTRON,1.0
ATFL,33.950012
ATLANTA,0.3499999
ATLASCYCLE,3.5
ATUL,78.3999
ATULAUTO,8.850006
AUBANK,52.849976
AURIONPRO,1.8499985
AUROPHARMA,43.799988
AUSOMENT,1.5
AUTOAXLES,40.0
AUTOIND,2.4500008
AUTOLITIND,2.75
AVADHSUGAR,11.099976
AVANTIFEED,26.0
AVG,1.0
AVTNPL,2.2000008
AXISBANK,9.100037
AXISCADES,4.949997
AXISGOLD,37.0
AXISNIFTY,11.430054
AYMSYNTEX,1.7000008
BABAFOOD,0.0
BAGFILMS,0.100000024
BAJAJ-AUTO,143.8999
BAJAJCON,3.0
BAJAJELEC,7.700012
BAJAJFINSV,346.6504
BAJAJHIND,0.19999981
BAJAJHLDNG,126.30005
BAJFINANCE,140.1499
BALAJITELE,3.0499992
BALAMINES,46.299988
BALAXI,8.25
BALKRISHNA,1.6000004
BALKRISIND,19.949951
BALLARPUR,0.050000012
BALMLAWRIE,1.5
BALPHARMA,2.75
BALRAMCHIN,7.649994
BANARBEADS,3.7999992
BANARISUG,88.0
BANCOINDIA,2.300003
BANDHANBNK,16.100006
BANG,1.4500008
BANKA,0.0
BANKBARODA,1.550003
BANKBEES,3.600006
BANKINDIA,1.199997
BANSWRAS,8.349998
BARTRONICS,0.049999952
BASF,25.950012
BASML,4.449997
BATAINDIA,35.0
BAYERCROP,48.899902
BBL,23.049988
BBTC,56.549927
BBTCL,0.5
BCG,0.0
BCP,0.70000076
BDL,11.899994
BEARDSELL,0.6999998
BEDMUTHA,0.10000038
BEL,3.149994
BEML,16.799988
BEPL,2.3499985
BERGEPAINT,16.25
BETA,7.750004
BFINVEST,11.799988
BFUTILITIE,12.899994
BGLOBAL,0.05000007
BGRENERGY,1.7000008
BHAGERIA,8.400002
BHAGYANGR,0.8999996
BHAGYAPROP,3.5
BHANDARI,0.100000024
BHARATFORG,16.799988
BHARATGEAR,5.6499977
BHARATRAS,58.0
BHARATWIRE,1.25
BHARTIARTL,12.799988
BHEL,1.4500008
BIGBLOC,0.25
BIL,10.300003
BILENERGY,0.050000012
BINDALAGRO,0.8499994
BIOCON,6.799988
BIOFILCHEM,1.1000004
BIRLACABLE,1.8499985
BIRLACORPN,25.75
BIRLAMONEY,1.25
BKMINDST,0.050000012
BLBLIMITED,0.2999997
BLISSGVS,2.0999908
BLKASHYAP,0.45000076
BLS,2.199997
BLUEBLENDS,0.050000012
BLUEDART,98.0
BLUESTARCO,21.900024
BODALCHEM,1.75
BOHRA,0.0
BOMDYEING,5.550003
BOROSIL,6.350006
BOSCHLTD,545.0
BPCL,19.350006
BPL,1.8500004
BRFL,0.20000005
BRIGADE,7.849991
BRITANNIA,42.25
BRITANNIA,0.3899994
BRNL,5.199997
BROOKS,8.650002
BSE,11.849976
BSELINFRA,0.05000007
BSHSL,2.0999985
BSL,1.75
BSLGOLDETF,110.0
BSLNIFTY,0.69000244
BSOFT,2.7000046
BURNPUR,0.049999952
BUTTERFLY,13.050003
BVCL,0.8500004
BYKE,1.1499996
CADILAHC,8.100006
CALSOFT,1.0
